participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
15,,,,,,,,,1681.335725,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1685.213872,1681.325216,,,2,0,2,1,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalExculp,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1685.228132,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1688.15844,1685.214027,,,3,0,3,5,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence2,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1688.169177,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1691.984733,1688.158575,,,4,0,4,6,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence3,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1691.99906,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1697.509068,1691.984869,,,5,0,5,7,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence4,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1697.519734,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1703.305488,1697.509204,,,6,0,6,3,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorExculp,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1703.320111,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1706.23382,1703.305632,,,7,0,7,4,1,0,1,5,,,,2023.2.3,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence1,19,Reckless discharge of a firearm,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,2026-03-27_14h58.45.976,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1708.186479,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1712.017651,1708.172465,1708.169961,1706.233991,0,0,0,1,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalExculp,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1712.032503,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1720.967786,1712.017844,,,1,0,1,6,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence3,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1720.983145,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1723.880316,1720.967925,,,2,0,2,5,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence2,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1723.896411,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1727.338561,1723.880458,,,3,0,3,4,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence1,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1727.349244,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1731.505282,1727.338702,,,4,0,4,7,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,evidence4,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1731.515963,,,120.0813191,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1736.355416,1731.505418,,,5,0,5,2,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorInculp,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1736.370467,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1740.713304,1736.355557,,,6,0,6,3,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,minorExculp,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1740.723907,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1745.922448,1740.71345,,,7,0,7,0,2,0,2,4,,,,2023.2.3,Travel records show the defendant visiting locations of trafficking victims in Mexico,The defendant was later identified to also be a victim,criticalInculp,18,Human trafficking,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has been previously convicted of forgery,A woman testified that the defendant was the person who handed an envelope to a driver at the stop,The defendant's electronics did not show communications with Mexico,DNA matching the defendant was found on a soda can at a trafficking stop,,2026-03-27_14h58.45.976,The defendant had a burner phone in possession.,The soda can was planted at the rest site,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1749.083684,,,120.0813191,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,1755.005244,1749.066361,1749.063008,1745.922613,0,0,0,7,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence4,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1755.015898,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1760.289802,1755.005433,,,1,0,1,3,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorExculp,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1760.304092,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1763.792784,1760.289951,,,2,0,2,5,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence2,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1763.803473,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1769.472216,1763.792924,,,3,0,3,0,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalInculp,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1769.482932,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1773.134681,1769.472354,,,4,0,4,4,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence1,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1773.145372,,,120.0813191,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1778.505396,1773.134818,,,5,0,5,1,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalExculp,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1778.51618,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1782.256103,1778.505546,,,6,0,6,6,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence3,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1782.271258,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1785.951881,1782.25625,,,7,0,7,2,3,0,3,0,,,,2023.2.3,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorInculp,28,First degree murder through arson,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that he is a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for gas matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,2026-03-27_14h58.45.976,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1787.400024,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1793.635362,1787.386201,1787.383494,1785.952039,0,0,0,4,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence1,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1793.65024,,,120.0813191,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1803.289789,1793.635561,,,1,0,1,1,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalExculp,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1803.304585,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1810.210674,1803.289926,,,2,0,2,0,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalInculp,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1810.225493,,,120.0813191,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1813.407105,1810.210809,,,3,0,3,3,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorExculp,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1813.421404,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1817.343865,1813.407244,,,4,0,4,6,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence3,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1817.354491,,,120.0813191,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1823.282018,1817.344053,,,5,0,5,2,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorInculp,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1823.296569,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1826.248317,1823.282155,,,6,0,6,5,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence2,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1826.26335,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1829.210168,1826.248452,,,7,0,7,7,4,0,4,6,,,,2023.2.3,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence4,20,Grocery free bagging,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,2026-03-27_14h58.45.976,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1831.10165,,,120.0813191,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1837.231901,1831.08417,1831.081624,1829.210323,0,0,0,3,5,0,5,1,,,,2023.2.3,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,minorExculp,2,Shoplifting a dress by stuffing into purse,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the source,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,2026-03-27_14h58.45.976,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1837.246619,,,120.0813191,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,1840.61959,1837.232088,,,1,0,1,4,5,0,5,1,,,,2023.2.3,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence1,2,Shoplifting a dress by stuffing into purse,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the source,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,2026-03-27_14h58.45.976,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1840.634179,,,120.0813191,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,1846.177012,1840.619729,,,2,0,2,1,5,0,5,1,,,,2023.2.3,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,criticalExculp,2,Shoplifting a dress by stuffing into purse,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the source,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,2026-03-27_14h58.45.976,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
15,,,,,,,,,1846.187866,,,120.0813191,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,1850.473771,1846.177154,,,3,0,3,0,5,0,5,1,,,,2023.2.3,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,criticalInculp,2,Shoplifting a dress by stuffing into purse,2026-03-27 15h10.11.310064 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the source,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,2026-03-27_14h58.45.976,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
